печенье,13,23,2024-06-19
слива,4,15,2024-06-01
груша,2,11,2024-06-07
яблоко,8,15,2024-06-19
слива,10,15,2024-06-13
печенье,3,23,2024-06-07
слива,4,15,2024-06-25
слива,13,15,2024-06-01
печенье,17,23,2024-06-01
печенье,16,23,2024-06-06
печенье,13,23,2024-06-28
печенье,15,23,2024-06-10
груша,11,11,2024-06-23
яблоко,2,15,2024-06-26
печенье,3,23,2024-06-23
печенье,4,23,2024-06-21
конфета,12,22,2024-06-17
груша,12,11,2024-06-18
печенье,7,23,2024-06-19
печенье,19,23,2024-06-14
конфета,4,22,2024-06-19
печенье,14,23,2024-06-07
конфета,9,22,2024-06-21
печенье,15,23,2024-06-05
конфета,8,22,2024-06-10
печенье,11,23,2024-06-22
слива,1,15,2024-06-28
печенье,2,23,2024-06-16
яблоко,3,15,2024-06-14
печенье,9,23,2024-06-08
яблоко,2,15,2024-06-16
яблоко,5,15,2024-06-22
печенье,11,23,2024-06-14
конфета,7,22,2024-06-12
слива,14,15,2024-06-22
груша,13,11,2024-06-05
печенье,6,23,2024-06-04
груша,1,11,2024-06-24
слива,7,15,2024-06-15
печенье,19,23,2024-06-28
яблоко,11,15,2024-06-22
конфета,6,22,2024-06-15
конфета,14,22,2024-06-14
конфета,4,22,2024-06-21
конфета,11,22,2024-06-01
конфета,4,22,2024-06-20
слива,18,15,2024-06-07
конфета,8,22,2024-06-28
слива,7,15,2024-06-25
яблоко,12,15,2024-06-10
груша,15,11,2024-06-21
яблоко,11,15,2024-06-02
печенье,18,23,2024-06-04
слива,19,15,2024-06-21
печенье,8,23,2024-06-09
конфета,3,22,2024-06-05
конфета,16,22,2024-06-12
слива,5,15,2024-06-11
печенье,17,23,2024-06-14
слива,16,15,2024-06-01
груша,19,11,2024-06-16
слива,7,15,2024-06-15
печенье,5,23,2024-06-25
печенье,16,23,2024-06-25
слива,7,15,2024-06-19
груша,18,11,2024-06-16
конфета,6,22,2024-06-14
конфета,18,22,2024-06-22
яблоко,10,15,2024-06-27
печенье,15,23,2024-06-28
печенье,5,23,2024-06-22
груша,14,11,2024-06-03
груша,16,11,2024-06-02
слива,1,15,2024-06-09
груша,1,11,2024-06-16
печенье,6,23,2024-06-11
печенье,13,23,2024-06-16
слива,15,15,2024-06-13
слива,20,15,2024-06-09
печенье,10,23,2024-06-11
слива,3,15,2024-06-14
конфета,11,22,2024-06-17
конфета,5,22,2024-06-12
груша,8,11,2024-06-12
слива,16,15,2024-06-08
яблоко,9,15,2024-06-17
слива,9,15,2024-06-20
конфета,4,22,2024-06-20
конфета,19,22,2024-06-11
слива,7,15,2024-06-05
слива,5,15,2024-06-26
слива,4,15,2024-06-03
слива,7,15,2024-06-02
слива,15,15,2024-06-26
печенье,3,23,2024-06-09
конфета,17,22,2024-06-22
яблоко,17,15,2024-06-27
яблоко,15,15,2024-06-13
печенье,9,23,2024-06-25
печенье,8,23,2024-06-06
печенье,2,23,2024-06-29
яблоко,12,15,2024-06-04
яблоко,2,15,2024-06-13
слива,18,15,2024-06-01
печенье,1,23,2024-06-10
печенье,8,23,2024-06-25
печенье,12,23,2024-06-05
груша,11,11,2024-06-01
печенье,13,23,2024-06-11
слива,10,15,2024-06-08
слива,3,15,2024-06-24
слива,15,15,2024-06-06
слива,16,15,2024-06-15
конфета,14,22,2024-06-01
печенье,7,23,2024-06-23
слива,5,15,2024-06-26
яблоко,1,15,2024-06-14
груша,13,11,2024-06-06
слива,17,15,2024-06-15
груша,15,11,2024-06-29
груша,7,11,2024-06-17
груша,8,11,2024-06-06
слива,18,15,2024-06-20
печенье,19,23,2024-06-15
слива,9,15,2024-06-21
слива,18,15,2024-06-18
груша,3,11,2024-06-04
груша,2,11,2024-06-02
конфета,14,22,2024-06-18
конфета,18,22,2024-06-02
конфета,17,22,2024-06-14
слива,4,15,2024-06-03
яблоко,13,15,2024-06-11
груша,12,11,2024-06-16
печенье,11,23,2024-06-06
слива,1,15,2024-06-03
яблоко,15,15,2024-06-22
яблоко,15,15,2024-06-06
слива,1,15,2024-06-21
яблоко,17,15,2024-06-06
слива,16,15,2024-06-01
слива,17,15,2024-06-10
слива,13,15,2024-06-11
слива,19,15,2024-06-28
яблоко,15,15,2024-06-14
конфета,17,22,2024-06-08
яблоко,12,15,2024-06-02
конфета,4,22,2024-06-06
груша,9,11,2024-06-13
конфета,11,22,2024-06-19
печенье,20,23,2024-06-29
яблоко,20,15,2024-06-10
слива,10,15,2024-06-19
слива,15,15,2024-06-16
груша,12,11,2024-06-19
печенье,19,23,2024-06-12
груша,4,11,2024-06-07
печенье,5,23,2024-06-15
конфета,2,22,2024-06-11
печенье,2,23,2024-06-12
яблоко,8,15,2024-06-07
слива,10,15,2024-06-21
конфета,13,22,2024-06-13
печенье,14,23,2024-06-20
слива,20,15,2024-06-05
конфета,4,22,2024-06-27
слива,9,15,2024-06-21
печенье,10,23,2024-06-20
груша,10,11,2024-06-09
печенье,7,23,2024-06-20
конфета,10,22,2024-06-19
конфета,13,22,2024-06-27
слива,16,15,2024-06-07
слива,7,15,2024-06-13
слива,16,15,2024-06-23
слива,4,15,2024-06-07
конфета,8,22,2024-06-03
слива,8,15,2024-06-01
груша,9,11,2024-06-12
конфета,7,22,2024-06-26
яблоко,7,15,2024-06-18
груша,2,11,2024-06-10
груша,9,11,2024-06-08
слива,20,15,2024-06-11
яблоко,11,15,2024-06-08
слива,11,15,2024-06-08
груша,20,11,2024-06-26
слива,2,15,2024-06-06
конфета,7,22,2024-06-09
печенье,19,23,2024-06-21
печенье,3,23,2024-06-21
груша,19,11,2024-06-13
груша,8,11,2024-06-18
груша,9,11,2024-06-13
слива,19,15,2024-06-28
груша,10,11,2024-06-27
печенье,14,23,2024-06-16
слива,13,15,2024-06-16
конфета,10,22,2024-06-29
слива,4,15,2024-06-28
груша,7,11,2024-06-02
печенье,16,23,2024-06-22
печенье,9,23,2024-06-18
конфета,13,22,2024-06-24
яблоко,10,15,2024-06-04
яблоко,14,15,2024-06-20
конфета,19,22,2024-06-04
печенье,2,23,2024-06-22
конфета,3,22,2024-06-28
печенье,19,23,2024-06-13
конфета,1,22,2024-06-04
слива,17,15,2024-06-22
яблоко,5,15,2024-06-27
печенье,2,23,2024-06-07
печенье,11,23,2024-06-11
конфета,4,22,2024-06-20
конфета,17,22,2024-06-12
слива,19,15,2024-06-05
груша,13,11,2024-06-05
яблоко,5,15,2024-06-27
груша,4,11,2024-06-16
слива,19,15,2024-06-20
печенье,18,23,2024-06-14
яблоко,17,15,2024-06-06
слива,19,15,2024-06-09
яблоко,13,15,2024-06-16
груша,6,11,2024-06-23
груша,17,11,2024-06-18
груша,20,11,2024-06-10
яблоко,8,15,2024-06-10
печенье,3,23,2024-06-26
конфета,20,22,2024-06-17
яблоко,12,15,2024-06-23
слива,7,15,2024-06-17
слива,8,15,2024-06-01
груша,3,11,2024-06-07
яблоко,11,15,2024-06-27
конфета,9,22,2024-06-22
груша,17,11,2024-06-12
груша,4,11,2024-06-28
конфета,20,22,2024-06-16
слива,6,15,2024-06-19
слива,7,15,2024-06-06
слива,6,15,2024-06-28
конфета,9,22,2024-06-08
груша,8,11,2024-06-06
груша,1,11,2024-06-01
конфета,5,22,2024-06-01
конфета,19,22,2024-06-24
яблоко,1,15,2024-06-20
яблоко,10,15,2024-06-09
яблоко,16,15,2024-06-06
слива,12,15,2024-06-19
слива,14,15,2024-06-02
слива,4,15,2024-06-16
слива,8,15,2024-06-08
конфета,7,22,2024-06-10
слива,19,15,2024-06-28
печенье,11,23,2024-06-18
конфета,6,22,2024-06-06
яблоко,17,15,2024-06-26
груша,12,11,2024-06-09
печенье,4,23,2024-06-16
яблоко,8,15,2024-06-06
печенье,14,23,2024-06-06
груша,9,11,2024-06-01
слива,19,15,2024-06-01
яблоко,9,15,2024-06-25
печенье,20,23,2024-06-07
яблоко,19,15,2024-06-10
печенье,13,23,2024-06-08
слива,2,15,2024-06-22
конфета,10,22,2024-06-25
яблоко,4,15,2024-06-08
яблоко,14,15,2024-06-17
печенье,6,23,2024-06-25
конфета,12,22,2024-06-06
конфета,5,22,2024-06-25
печенье,6,23,2024-06-20
печенье,11,23,2024-06-14
слива,17,15,2024-06-17
груша,15,11,2024-06-22
печенье,10,23,2024-06-04
яблоко,6,15,2024-06-29
яблоко,15,15,2024-06-08
конфета,7,22,2024-06-15
яблоко,14,15,2024-06-10
печенье,12,23,2024-06-06
печенье,19,23,2024-06-17
печенье,20,23,2024-06-11
печенье,3,23,2024-06-19
груша,4,11,2024-06-28
слива,5,15,2024-06-01
груша,8,11,2024-06-11
слива,4,15,2024-06-16
груша,12,11,2024-06-25
груша,12,11,2024-06-02
яблоко,5,15,2024-06-04
яблоко,13,15,2024-06-01
печенье,14,23,2024-06-27
яблоко,14,15,2024-06-23
конфета,2,22,2024-06-07
яблоко,14,15,2024-06-23
конфета,9,22,2024-06-01
слива,18,15,2024-06-08
конфета,19,22,2024-06-14
яблоко,4,15,2024-06-03
слива,6,15,2024-06-15
груша,16,11,2024-06-16
яблоко,9,15,2024-06-17
конфета,8,22,2024-06-25
печенье,10,23,2024-06-12
конфета,3,22,2024-06-06
яблоко,19,15,2024-06-20
слива,13,15,2024-06-09
слива,16,15,2024-06-28
слива,4,15,2024-06-08
печенье,15,23,2024-06-02
яблоко,5,15,2024-06-07
яблоко,6,15,2024-06-14
печенье,6,23,2024-06-17
груша,1,11,2024-06-09
слива,12,15,2024-06-07
слива,17,15,2024-06-20
яблоко,10,15,2024-06-07
слива,20,15,2024-06-21
печенье,1,23,2024-06-27
конфета,3,22,2024-06-16
печенье,19,23,2024-06-25
печенье,7,23,2024-06-14
слива,5,15,2024-06-10
конфета,3,22,2024-06-25
печенье,9,23,2024-06-27
яблоко,10,15,2024-06-02
яблоко,12,15,2024-06-04
печенье,10,23,2024-06-29
печенье,3,23,2024-06-20
яблоко,4,15,2024-06-18
груша,4,11,2024-06-10
печенье,12,23,2024-06-20
яблоко,17,15,2024-06-06
груша,13,11,2024-06-14
печенье,20,23,2024-06-22
конфета,7,22,2024-06-02
печенье,10,23,2024-06-17
груша,9,11,2024-06-03
груша,20,11,2024-06-12
яблоко,15,15,2024-06-02
печенье,1,23,2024-06-22
конфета,3,22,2024-06-01
слива,6,15,2024-06-24
слива,16,15,2024-06-04
яблоко,2,15,2024-06-23
слива,13,15,2024-06-14
груша,2,11,2024-06-11
слива,4,15,2024-06-21
конфета,19,22,2024-06-27
печенье,4,23,2024-06-28
груша,20,11,2024-06-19
груша,14,11,2024-06-19
конфета,17,22,2024-06-28
слива,20,15,2024-06-11
яблоко,10,15,2024-06-22
печенье,7,23,2024-06-17
печенье,4,23,2024-06-16
яблоко,11,15,2024-06-01
груша,2,11,2024-06-02
слива,13,15,2024-06-29
слива,3,15,2024-06-26
конфета,18,22,2024-06-23
конфета,14,22,2024-06-20
слива,16,15,2024-06-03
конфета,18,22,2024-06-08
слива,1,15,2024-06-13
конфета,18,22,2024-06-05
слива,6,15,2024-06-01
груша,11,11,2024-06-09
печенье,20,23,2024-06-27
печенье,3,23,2024-06-05
печенье,1,23,2024-06-10
конфета,6,22,2024-06-22
печенье,7,23,2024-06-11
груша,19,11,2024-06-18
конфета,4,22,2024-06-07
слива,14,15,2024-06-18
груша,16,11,2024-06-11
груша,17,11,2024-06-15
конфета,17,22,2024-06-08
груша,12,11,2024-06-19
слива,18,15,2024-06-06
яблоко,1,15,2024-06-29
печенье,12,23,2024-06-14
яблоко,5,15,2024-06-27
конфета,12,22,2024-06-19
печенье,7,23,2024-06-15
печенье,11,23,2024-06-11
груша,4,11,2024-06-05
печенье,7,23,2024-06-03
слива,11,15,2024-06-04
слива,13,15,2024-06-29
конфета,18,22,2024-06-06
конфета,7,22,2024-06-09
конфета,15,22,2024-06-21
яблоко,16,15,2024-06-14
слива,12,15,2024-06-17
груша,3,11,2024-06-24
конфета,4,22,2024-06-27
печенье,10,23,2024-06-17
конфета,16,22,2024-06-27
яблоко,1,15,2024-06-01
груша,17,11,2024-06-12
яблоко,1,15,2024-06-26
слива,12,15,2024-06-13
груша,11,11,2024-06-03
конфета,6,22,2024-06-07
слива,17,15,2024-06-26
яблоко,14,15,2024-06-18
груша,4,11,2024-06-07
слива,20,15,2024-06-18
печенье,14,23,2024-06-15
груша,5,11,2024-06-08
яблоко,7,15,2024-06-25
груша,19,11,2024-06-03
печенье,11,23,2024-06-29
груша,9,11,2024-06-17
слива,2,15,2024-06-16
конфета,11,22,2024-06-02
конфета,8,22,2024-06-09
груша,18,11,2024-06-25
яблоко,10,15,2024-06-01
яблоко,8,15,2024-06-14
яблоко,14,15,2024-06-18
яблоко,4,15,2024-06-08
печенье,9,23,2024-06-23
конфета,15,22,2024-06-06
конфета,11,22,2024-06-06
слива,19,15,2024-06-13
печенье,8,23,2024-06-20
конфета,7,22,2024-06-23
груша,16,11,2024-06-19
печенье,10,23,2024-06-26
печенье,16,23,2024-06-26
яблоко,14,15,2024-06-04
груша,19,11,2024-06-25
слива,3,15,2024-06-06
конфета,19,22,2024-06-12
конфета,20,22,2024-06-25
слива,13,15,2024-06-16
груша,9,11,2024-06-29
груша,1,11,2024-06-13
яблоко,16,15,2024-06-21
печенье,9,23,2024-06-10
печенье,13,23,2024-06-25
груша,20,11,2024-06-29
конфета,20,22,2024-06-16
груша,20,11,2024-06-21
печенье,18,23,2024-06-03
печенье,17,23,2024-06-21
печенье,18,23,2024-06-14
груша,9,11,2024-06-13
груша,2,11,2024-06-02
яблоко,13,15,2024-06-11
слива,8,15,2024-06-10
яблоко,13,15,2024-06-14
конфета,6,22,2024-06-24
груша,19,11,2024-06-11
конфета,15,22,2024-06-05
яблоко,7,15,2024-06-27
печенье,8,23,2024-06-20
груша,20,11,2024-06-09
печенье,1,23,2024-06-26
груша,4,11,2024-06-28
печенье,1,23,2024-06-01
слива,10,15,2024-06-26
конфета,6,22,2024-06-08
яблоко,17,15,2024-06-26
груша,15,11,2024-06-15
слива,20,15,2024-06-02
слива,4,15,2024-06-16
печенье,7,23,2024-06-05
слива,12,15,2024-06-12
яблоко,8,15,2024-06-15
конфета,4,22,2024-06-18
груша,7,11,2024-06-28
слива,18,15,2024-06-17
конфета,14,22,2024-06-20
конфета,8,22,2024-06-29
яблоко,2,15,2024-06-11
груша,18,11,2024-06-09
конфета,4,22,2024-06-10
конфета,10,22,2024-06-07
печенье,18,23,2024-06-26
груша,1,11,2024-06-12
печенье,2,23,2024-06-14
слива,18,15,2024-06-15
яблоко,13,15,2024-06-10
конфета,2,22,2024-06-03
печенье,18,23,2024-06-24
печенье,4,23,2024-06-05
слива,14,15,2024-06-25
груша,20,11,2024-06-01
груша,5,11,2024-06-04
яблоко,8,15,2024-06-27
груша,20,11,2024-06-29
яблоко,2,15,2024-06-19
слива,20,15,2024-06-10
печенье,13,23,2024-06-09
слива,20,15,2024-06-13
печенье,4,23,2024-06-21
яблоко,12,15,2024-06-04
слива,17,15,2024-06-02
слива,4,15,2024-06-12
конфета,14,22,2024-06-29
конфета,17,22,2024-06-12
печенье,17,23,2024-06-08
конфета,2,22,2024-06-04
конфета,10,22,2024-06-17
печенье,2,23,2024-06-01
печенье,11,23,2024-06-24
груша,7,11,2024-06-07
печенье,2,23,2024-06-10
яблоко,15,15,2024-06-13
слива,19,15,2024-06-29
конфета,1,22,2024-06-12
груша,20,11,2024-06-16
печенье,20,23,2024-06-08
слива,4,15,2024-06-26
слива,6,15,2024-06-22
слива,18,15,2024-06-06
конфета,3,22,2024-06-23
слива,16,15,2024-06-01
груша,18,11,2024-06-07
конфета,2,22,2024-06-11
конфета,18,22,2024-06-18
печенье,11,23,2024-06-06
печенье,1,23,2024-06-05
слива,3,15,2024-06-22
груша,4,11,2024-06-27
груша,16,11,2024-06-12
груша,4,11,2024-06-16
груша,7,11,2024-06-16
конфета,12,22,2024-06-14
яблоко,2,15,2024-06-28
конфета,11,22,2024-06-15
конфета,6,22,2024-06-20
груша,18,11,2024-06-15
яблоко,7,15,2024-06-03
печенье,15,23,2024-06-15
груша,20,11,2024-06-28
печенье,19,23,2024-06-27
груша,20,11,2024-06-11
конфета,7,22,2024-06-11
яблоко,19,15,2024-06-27
яблоко,14,15,2024-06-21
конфета,1,22,2024-06-11
печенье,20,23,2024-06-01
слива,1,15,2024-06-01
груша,1,11,2024-06-04
конфета,2,22,2024-06-05
яблоко,16,15,2024-06-25
груша,4,11,2024-06-25
конфета,2,22,2024-06-27
конфета,3,22,2024-06-01
яблоко,2,15,2024-06-15
печенье,19,23,2024-06-25
слива,4,15,2024-06-01
яблоко,2,15,2024-06-29
печенье,4,23,2024-06-03
печенье,13,23,2024-06-07
печенье,20,23,2024-06-21
конфета,1,22,2024-06-01
слива,17,15,2024-06-05
конфета,15,22,2024-06-06
яблоко,16,15,2024-06-25
конфета,17,22,2024-06-26
яблоко,9,15,2024-06-25
груша,16,11,2024-06-11
слива,5,15,2024-06-07
груша,13,11,2024-06-27
конфета,12,22,2024-06-17
конфета,6,22,2024-06-18
груша,13,11,2024-06-13
печенье,12,23,2024-06-14
груша,19,11,2024-06-16
печенье,5,23,2024-06-19
конфета,17,22,2024-06-21
слива,14,15,2024-06-20
конфета,20,22,2024-06-20
груша,19,11,2024-06-14
печенье,13,23,2024-06-11
печенье,19,23,2024-06-25
конфета,19,22,2024-06-04
груша,5,11,2024-06-13
слива,1,15,2024-06-11
печенье,17,23,2024-06-12
конфета,7,22,2024-06-13
печенье,1,23,2024-06-09
слива,4,15,2024-06-07
груша,12,11,2024-06-06
слива,10,15,2024-06-10
яблоко,7,15,2024-06-29
яблоко,2,15,2024-06-18
слива,10,15,2024-06-01
груша,9,11,2024-06-26
груша,14,11,2024-06-09
печенье,11,23,2024-06-20
слива,7,15,2024-06-08
конфета,9,22,2024-06-11
печенье,18,23,2024-06-26
конфета,13,22,2024-06-03
груша,8,11,2024-06-27
яблоко,17,15,2024-06-07
слива,15,15,2024-06-10
яблоко,13,15,2024-06-22
конфета,14,22,2024-06-17
слива,8,15,2024-06-22
яблоко,17,15,2024-06-17
печенье,15,23,2024-06-28
груша,16,11,2024-06-25
конфета,6,22,2024-06-04
груша,9,11,2024-06-24
слива,16,15,2024-06-11
конфета,18,22,2024-06-29
яблоко,3,15,2024-06-03
конфета,12,22,2024-06-22
слива,19,15,2024-06-01
печенье,16,23,2024-06-09
яблоко,18,15,2024-06-27
слива,7,15,2024-06-19
слива,1,15,2024-06-03
груша,10,11,2024-06-11
яблоко,2,15,2024-06-16
яблоко,16,15,2024-06-11
слива,18,15,2024-06-03
конфета,10,22,2024-06-26
груша,19,11,2024-06-16
яблоко,12,15,2024-06-20
конфета,6,22,2024-06-01
груша,13,11,2024-06-11
конфета,14,22,2024-06-22
печенье,20,23,2024-06-17
яблоко,16,15,2024-06-18
яблоко,1,15,2024-06-07
яблоко,12,15,2024-06-17
яблоко,3,15,2024-06-26
груша,17,11,2024-06-04
слива,4,15,2024-06-15
груша,16,11,2024-06-19
слива,5,15,2024-06-24
печенье,4,23,2024-06-22
конфета,5,22,2024-06-06
яблоко,12,15,2024-06-16
яблоко,16,15,2024-06-19
конфета,9,22,2024-06-29
конфета,4,22,2024-06-15
яблоко,9,15,2024-06-28
груша,4,11,2024-06-06
груша,3,11,2024-06-19
яблоко,9,15,2024-06-21
груша,12,11,2024-06-16
конфета,1,22,2024-06-15
яблоко,1,15,2024-06-24
печенье,7,23,2024-06-06
слива,5,15,2024-06-29
слива,1,15,2024-06-14
конфета,14,22,2024-06-02
конфета,3,22,2024-06-28
яблоко,18,15,2024-06-08
яблоко,13,15,2024-06-17
конфета,14,22,2024-06-24
груша,3,11,2024-06-20
конфета,18,22,2024-06-03
печенье,1,23,2024-06-23
груша,5,11,2024-06-27
груша,7,11,2024-06-10
яблоко,10,15,2024-06-15
яблоко,4,15,2024-06-03
конфета,18,22,2024-06-22
слива,19,15,2024-06-22
конфета,2,22,2024-06-17
яблоко,11,15,2024-06-11
яблоко,7,15,2024-06-09
печенье,19,23,2024-06-05
слива,19,15,2024-06-13
яблоко,17,15,2024-06-19
печенье,8,23,2024-06-13
яблоко,2,15,2024-06-11
яблоко,2,15,2024-06-17
груша,10,11,2024-06-20
конфета,7,22,2024-06-24
печенье,15,23,2024-06-27
слива,20,15,2024-06-20
груша,11,11,2024-06-23
яблоко,12,15,2024-06-25
груша,16,11,2024-06-26
печенье,18,23,2024-06-21
конфета,17,22,2024-06-07
конфета,13,22,2024-06-14
груша,20,11,2024-06-23
печенье,17,23,2024-06-01
груша,15,11,2024-06-02
яблоко,19,15,2024-06-05
печенье,8,23,2024-06-12
яблоко,7,15,2024-06-09
груша,5,11,2024-06-20
конфета,6,22,2024-06-28
груша,6,11,2024-06-10
груша,20,11,2024-06-17
печенье,1,23,2024-06-15
конфета,9,22,2024-06-27
слива,2,15,2024-06-08
слива,18,15,2024-06-08
печенье,17,23,2024-06-23
слива,17,15,2024-06-07
конфета,2,22,2024-06-05
слива,10,15,2024-06-15
яблоко,10,15,2024-06-28
печенье,19,23,2024-06-01
яблоко,7,15,2024-06-03
печенье,18,23,2024-06-21
слива,18,15,2024-06-09
печенье,12,23,2024-06-26
печенье,10,23,2024-06-10
конфета,14,22,2024-06-01
конфета,11,22,2024-06-18
слива,20,15,2024-06-29
печенье,16,23,2024-06-23
груша,13,11,2024-06-10
яблоко,16,15,2024-06-11
слива,10,15,2024-06-04
конфета,20,22,2024-06-22
печенье,10,23,2024-06-09
яблоко,3,15,2024-06-10
груша,10,11,2024-06-17
яблоко,18,15,2024-06-24
печенье,4,23,2024-06-02
яблоко,1,15,2024-06-22
печенье,12,23,2024-06-04
печенье,14,23,2024-06-17
слива,7,15,2024-06-13
груша,7,11,2024-06-15
слива,16,15,2024-06-09
печенье,14,23,2024-06-13
яблоко,19,15,2024-06-06
груша,1,11,2024-06-06
конфета,3,22,2024-06-22
печенье,17,23,2024-06-28
печенье,20,23,2024-06-10
слива,14,15,2024-06-24
груша,7,11,2024-06-28
конфета,10,22,2024-06-19
яблоко,19,15,2024-06-23
груша,8,11,2024-06-23
груша,19,11,2024-06-08
конфета,2,22,2024-06-19
слива,6,15,2024-06-23
груша,19,11,2024-06-15
груша,7,11,2024-06-05
слива,1,15,2024-06-19
груша,19,11,2024-06-03
яблоко,16,15,2024-06-20
печенье,4,23,2024-06-10
груша,7,11,2024-06-01
груша,17,11,2024-06-28
яблоко,15,15,2024-06-18
яблоко,15,15,2024-06-12
конфета,2,22,2024-06-23
конфета,8,22,2024-06-08
яблоко,15,15,2024-06-01
груша,5,11,2024-06-10
слива,17,15,2024-06-24
конфета,9,22,2024-06-23
конфета,16,22,2024-06-18
груша,12,11,2024-06-01
печенье,8,23,2024-06-24
груша,14,11,2024-06-05
слива,2,15,2024-06-02
слива,12,15,2024-06-05
груша,2,11,2024-06-26
яблоко,17,15,2024-06-20
слива,19,15,2024-06-24
конфета,9,22,2024-06-24
печенье,4,23,2024-06-23
яблоко,8,15,2024-06-26
яблоко,18,15,2024-06-11
груша,6,11,2024-06-13
конфета,16,22,2024-06-26
конфета,15,22,2024-06-28
конфета,7,22,2024-06-13
печенье,5,23,2024-06-24
конфета,18,22,2024-06-01
груша,18,11,2024-06-13
конфета,12,22,2024-06-20
слива,16,15,2024-06-10
печенье,20,23,2024-06-16
слива,20,15,2024-06-26
слива,6,15,2024-06-22
печенье,20,23,2024-06-22
яблоко,1,15,2024-06-23
печенье,17,23,2024-06-16
яблоко,3,15,2024-06-01
конфета,17,22,2024-06-18
слива,11,15,2024-06-08
слива,12,15,2024-06-12
груша,20,11,2024-06-28
яблоко,17,15,2024-06-06
слива,18,15,2024-06-27
печенье,12,23,2024-06-22
печенье,11,23,2024-06-18
конфета,20,22,2024-06-17
печенье,17,23,2024-06-05
яблоко,5,15,2024-06-09
слива,1,15,2024-06-19
печенье,11,23,2024-06-26
груша,11,11,2024-06-22
груша,20,11,2024-06-22
конфета,19,22,2024-06-16
груша,14,11,2024-06-06
яблоко,9,15,2024-06-24
яблоко,19,15,2024-06-24
груша,13,11,2024-06-14
конфета,10,22,2024-06-11
конфета,18,22,2024-06-07
конфета,14,22,2024-06-22
слива,12,15,2024-06-25
слива,13,15,2024-06-11
яблоко,1,15,2024-06-02
слива,16,15,2024-06-26
конфета,4,22,2024-06-10
слива,18,15,2024-06-10
слива,18,15,2024-06-25
груша,9,11,2024-06-12
конфета,7,22,2024-06-20
печенье,13,23,2024-06-29
груша,5,11,2024-06-22
слива,19,15,2024-06-21
печенье,20,23,2024-06-05
груша,14,11,2024-06-24
слива,4,15,2024-06-05
